mano,dedo_id,timestamp,ax,ay,az,gx,gy,gz,label
R,2,1649603,-4.536,8.608,2.94,0.335,-1.245,-0.525,R
R,3,1649606,-3.828,7.672,3.819,0.686,-0.694,-1.675,R
R,4,1649609,-2.744,8.979,2.904,0.523,-1.01,-1.499,R
L,0,1634908,-8.121,5.092,3.329,-0.011,0.05,0.038,R
L,1,1634912,-8.868,2.784,3.754,0.0,0.054,0.031,R
L,2,1634916,-9.157,2.953,2.992,0.029,0.037,0.044,R
L,3,1634920,-9.81,0.473,2.853,0.006,0.017,0.044,R
L,4,1634924,-9.895,-1.059,0.223,-0.062,0.02,0.054,R
R,0,1655655,-4.043,-2.478,9.391,-0.867,1.924,7.667,R
R,1,1655658,-7.315,3.457,9.145,0.629,3.367,6.749,R
R,2,1655661,-7.914,11.655,-2.886,-0.202,6.669,3.268,R
R,3,1655664,-6.399,12.475,-1.379,0.122,5.559,4.565,R
R,4,1655667,-6.255,13.416,-4.162,0.957,6.678,2.833,R
L,0,1640928,-7.475,7.497,3.012,-0.187,-0.108,-0.144,R
L,1,1640932,-6.597,6.141,4.316,-0.114,0.06,-0.245,R
L,2,1640936,-6.227,7.002,2.804,-0.153,0.028,-0.384,R
L,3,1640940,-7.489,4.017,5.28,-0.093,0.197,-0.291,R
L,4,1640944,-9.103,3.154,1.129,-0.121,0.066,-0.357,R
R,0,1661713,5.092,-2.866,8.581,-0.096,0.054,0.085,R
R,1,1661716,6.236,0.119,7.485,0.013,0.056,0.04,R
R,2,1661720,-0.943,2.715,9.597,0.038,-0.012,0.06,R
R,3,1661723,-6.461,1.443,7.003,-0.011,0.019,0.051,R
R,4,1661726,-5.193,1.457,8.443,-0.062,0.033,0.013,R
L,0,1646948,-8.918,3.259,2.307,-0.039,-0.006,0.007,S
L,1,1646952,-8.851,2.427,2.744,-0.011,0.015,-0.018,S
L,2,1646956,-8.923,2.715,2.254,0.017,-0.009,-0.002,S
L,3,1646960,-9.469,0.821,2.055,0.011,0.004,-0.018,S
L,4,1646964,-9.272,-0.34,-1.202,-0.041,-0.002,-0.002,S
R,0,1667772,-4.975,-2.321,7.472,-0.546,-0.289,-0.081,S
R,1,1667775,-8.806,-1.528,1.549,-0.331,0.146,-0.325,S
R,2,1667778,-7.574,3.226,-4.262,0.084,0.046,-0.537,S
R,3,1667781,-6.364,5.758,-4.098,0.144,0.145,-0.521,S
R,4,1667784,-6.047,6.457,-2.401,0.003,0.031,-0.549,S
L,0,1652968,-7.476,5.908,2.673,-0.02,0.006,0.057,S
L,1,1652972,-6.949,5.001,4.009,-0.069,0.008,0.032,S
L,2,1652976,-7.209,5.479,2.698,-0.001,0.003,-0.003,S
L,3,1652980,-7.762,2.787,4.761,-0.028,-0.006,0.022,S
L,4,1652984,-9.055,2.273,1.274,-0.09,0.003,0.021,S
R,0,1673829,5.264,-0.024,8.965,-0.669,-0.4,-0.342,S
R,1,1673832,-6.031,-1.489,5.657,-0.143,-0.385,-0.15,S
R,2,1673883,0.0,49.273,0.622,-14.645,0.545,0.0,S
R,3,1673886,-6.184,3.888,5.319,-0.317,-0.347,-0.342,S
R,4,1673889,-3.859,4.757,7.178,-0.427,-0.26,-0.227,S
L,0,1665008,-8.975,3.824,3.067,0.03,0.009,-0.014,S
L,1,1658992,-7.314,4.555,4.25,-0.001,0.004,0.014,S
L,2,1658996,-7.349,5.276,3.079,0.049,0.001,0.036,S
L,3,1659000,-8.186,2.409,4.811,0.037,-0.02,0.022,S
L,4,1659003,-9.313,1.846,1.28,-0.035,-0.02,0.054,S
R,0,1679935,-5.1,-4.063,6.292,-0.187,0.052,-0.009,S
R,1,1679938,-8.364,-1.215,3.007,-0.015,0.007,-0.063,S
R,2,1679942,0.0,0.0,0.0,0.0,0.0,0.0,S
R,3,1679945,-7.306,4.964,-2.562,0.041,0.036,-0.042,S
R,4,1679948,-6.597,5.382,-2.632,0.021,0.019,-0.059,S
L,0,1671028,-8.235,3.946,3.215,-0.047,-0.043,0.021,S
L,1,1665012,-9.194,2.061,3.631,0.072,0.056,-0.051,S
L,2,1665016,-9.446,2.175,2.939,0.109,0.021,-0.039,S
L,3,1665020,-9.79,0.182,2.658,0.127,0.053,-0.028,S
L,4,1665024,-9.801,-1.04,-0.564,0.062,0.032,0.04,S
R,0,1685994,-5.165,-4.854,6.669,-0.154,-0.058,0.026,S
R,1,1685997,-8.611,-1.731,3.606,-0.042,-0.088,-0.007,S
R,2,1686000,0.0,0.0,0.0,0.0,0.0,0.0,S
R,3,1686003,-7.991,5.061,-1.537,-0.086,-0.012,0.006,S
R,4,1686006,-7.159,5.593,-1.614,-0.115,-0.008,0.007,S
L,0,1677048,-8.365,4.823,3.047,-0.279,-0.171,-0.046,S
L,1,1671032,-8.319,2.11,3.555,-0.018,-0.018,-0.023,S
L,2,1671036,-8.547,2.095,2.68,0.005,-0.033,-0.004,S
L,3,1671040,-8.957,0.196,2.644,0.004,-0.01,-0.027,S
L,4,1671044,-8.952,-0.996,-0.243,-0.048,-0.021,-0.015,S
R,0,1692052,-7.007,-2.927,6.061,-0.271,0.058,0.025,S
R,1,1692055,-9.018,0.13,3.179,-0.1,0.059,-0.037,S
R,2,1692058,0.0,0.0,0.0,0.0,0.0,0.0,S
R,3,1692062,-6.539,7.04,-1.899,-0.021,0.082,-0.082,S
R,4,1692065,-5.623,7.114,-2.57,-0.036,0.065,-0.097,S
L,0,1683069,-8.648,2.565,4.424,-0.064,-0.064,0.047,S
L,1,1677052,-7.342,4.458,3.631,-0.357,-0.075,0.045,S
L,2,1677056,-6.953,4.869,2.239,-0.421,0.039,0.197,S
L,3,1677060,-8.3,2.668,3.203,-0.389,-0.038,0.071,S
L,4,1677064,-8.424,1.715,-0.528,-0.432,0.004,-0.091,S
R,0,1698110,-5.576,-6.986,2.856,-0.225,-0.275,0.02,S
R,1,1698113,-8.346,-1.917,3.637,0.156,1.116,1.058,S
R,2,1698116,0.0,0.0,0.0,0.0,0.0,0.0,S
R,3,1698119,-7.989,2.705,-3.423,-0.065,-0.157,0.182,S
R,4,1698122,-7.427,2.427,-2.325,-0.063,-0.08,0.265,S
L,0,1689089,-8.851,3.055,3.213,-0.042,-0.007,0.006,S
L,1,1689093,-8.935,1.597,3.26,-0.019,0.008,-0.018,S
L,2,1689097,-9.197,1.755,2.535,0.0,-0.013,0.001,S
L,3,1689101,-9.583,-0.117,2.132,-0.005,0.001,-0.023,S
L,4,1689105,-9.163,-1.431,-1.149,-0.017,-0.021,-0.047,S
R,0,1704170,-5.774,-6.754,3.108,-0.183,-0.054,-0.027,S
R,1,1704173,-6.728,-3.16,2.285,-0.873,0.718,0.523,S
R,2,1704176,0.0,0.0,0.0,0.0,0.0,0.0,S
R,3,1704179,-8.446,3.015,-3.821,0.068,-0.042,-0.041,S
R,4,1704182,-7.926,3.846,-3.061,0.027,-0.059,-0.167,S
L,0,1695109,-8.825,3.321,2.902,-0.037,-0.006,0.009,S
L,1,1689093,-8.935,1.597,3.26,-0.019,0.008,-0.018,S
L,2,1689097,-9.197,1.755,2.535,0.0,-0.013,0.001,S
L,3,1689101,-9.583,-0.117,2.132,-0.005,0.001,-0.023,S
L,4,1689105,-9.163,-1.431,-1.149,-0.017,-0.021,-0.047,S
R,0,1710227,-5.485,-7.207,3.13,-0.16,-0.013,0.027,S
R,1,1710230,-8.176,-4.068,2.884,-0.076,-0.0,-0.035,S
R,2,1710234,0.0,0.0,0.0,0.0,0.0,0.0,S
R,3,1710237,-8.711,3.106,-3.099,-0.014,0.054,0.044,S
R,4,1710240,-8.113,3.952,-2.604,-0.04,0.044,0.007,S
L,0,1701129,-6.901,5.635,3.53,0.051,-0.067,-0.078,S
L,1,1701133,-7.302,3.971,4.869,0.104,-0.005,-0.11,S
L,2,1701137,-7.222,5.06,3.777,0.098,0.009,0.033,S
L,3,1701141,-8.381,2.252,5.254,0.087,-0.002,-0.014,S
L,4,1701145,-9.712,1.712,1.354,-0.01,0.07,0.091,S
R,0,1716286,-4.312,-5.237,6.912,-0.213,-0.009,0.028,S
R,1,1716289,-7.576,-2.435,5.143,-0.074,0.027,-0.006,S
R,2,1716292,0.0,0.0,0.0,0.0,0.0,0.0,S
R,3,1716295,-7.91,5.616,0.29,-0.065,0.083,-0.059,S
R,4,1716299,-7.144,6.231,0.294,-0.09,0.062,-0.077,S
L,0,1707149,-8.472,4.413,2.261,-0.027,-0.015,0.006,S
L,1,1707153,-8.679,2.998,2.881,-0.003,0.007,-0.019,S
L,2,1707157,-9.001,2.757,1.996,0.026,-0.014,-0.007,S
L,3,1707161,-9.463,1.116,2.025,0.019,0.012,-0.024,S
L,4,1707164,-9.364,-0.26,-0.903,-0.037,0.001,-0.026,S
R,0,1722344,1.077,-2.302,9.89,-0.181,0.018,-0.005,S
R,1,1722347,-9.673,0.34,-0.613,-0.006,0.027,0.015,S
R,2,1722350,0.0,0.0,0.0,0.0,0.0,0.0,S
R,3,1722353,-9.03,3.686,-0.048,-0.018,0.058,0.01,S
R,4,1722356,-8.106,4.671,2.169,-0.038,0.048,-0.004,S
L,0,1713169,-8.661,4.011,2.294,-0.037,-0.003,0.016,T
L,1,1713173,-8.894,2.391,2.569,-0.009,0.016,-0.018,T
L,2,1713177,-9.149,2.308,1.933,0.017,-0.006,-0.006,T
L,3,1713181,-9.588,0.682,1.58,0.011,0.006,-0.015,T
L,4,1713184,-9.216,-0.553,-1.441,-0.041,-0.002,-0.0,T
R,0,1728402,-5.557,-7.294,2.998,0.481,0.626,-0.272,T
R,1,1728405,-6.833,-4.175,2.383,0.682,0.152,-0.451,T
R,2,1728408,0.0,0.0,0.0,0.0,0.0,0.0,T
R,3,1728412,-8.747,2.641,-3.284,0.77,-0.293,0.175,T
R,4,1728415,-8.393,2.638,-3.104,0.702,-0.309,0.145,T
L,0,1719189,-8.619,4.068,2.318,-0.029,-0.016,-0.005,T
L,1,1719193,-8.922,2.381,2.567,-0.01,0.014,-0.028,T
L,2,1719197,-9.142,2.269,1.919,0.018,-0.011,-0.01,T
L,3,1719201,-9.559,0.67,1.573,0.019,0.012,-0.025,T
L,4,1719204,-9.189,-0.565,-1.421,-0.038,0.003,-0.002,T
R,0,1734460,-5.88,-6.817,3.242,-0.128,0.06,-0.046,T
R,1,1734463,-8.107,-3.446,2.68,0.143,0.046,-0.05,T
R,2,1734466,0.0,0.0,0.0,0.0,0.0,0.0,T
R,3,1734469,-8.528,3.406,-3.004,0.074,0.004,0.079,T
R,4,1734472,-7.964,3.938,-2.713,-0.019,0.009,0.005,T
L,0,1725209,-8.654,3.859,2.354,-0.03,-0.008,0.015,T
L,1,1725213,-8.956,2.137,2.575,-0.007,0.017,-0.012,T
L,2,1725217,-9.153,2.155,2.04,0.019,-0.001,0.002,T
L,3,1725221,-9.586,0.496,1.608,0.013,0.006,-0.01,T
L,4,1725224,-9.188,-0.716,-1.446,-0.042,0.001,0.002,T
R,0,1740519,-5.851,-6.929,2.988,-0.141,0.043,0.056,T
R,1,1740522,-8.399,-3.305,2.702,-0.034,0.019,0.022,T
R,2,1740525,0.0,0.0,0.0,0.0,0.0,0.0,T
R,3,1740528,-8.371,3.909,-2.942,-0.019,0.048,0.029,T
R,4,1740531,-7.859,3.978,-2.862,-0.065,0.043,-0.014,T
L,0,1731229,-8.653,3.991,2.316,-0.026,-0.013,0.019,T
L,1,1731233,-8.952,2.223,2.546,-0.005,0.015,-0.014,T
L,2,1731237,-9.16,2.192,1.987,0.019,-0.004,-0.006,T
L,3,1731241,-9.543,0.553,1.627,0.017,0.012,-0.02,T
L,4,1731244,-9.195,-0.643,-1.437,-0.037,0.005,0.003,T
R,0,1746577,-5.704,-7.092,3.062,-0.085,0.096,0.084,T
R,1,1746580,-7.87,-3.667,2.309,0.069,0.022,0.105,T
R,2,1746583,0.0,0.0,0.0,0.0,0.0,0.0,T
R,3,1746586,-8.605,3.278,-2.996,0.012,0.042,0.003,T
R,4,1746589,-8.157,3.261,-2.919,-0.005,0.044,-0.022,T
L,0,1737249,-8.653,3.966,2.355,-0.032,-0.011,0.001,T
L,1,1737253,-8.966,2.157,2.593,-0.005,0.013,-0.028,T
L,2,1737257,-9.142,2.099,2.046,0.016,-0.007,-0.014,T
L,3,1737261,-9.572,0.506,1.579,0.019,0.014,-0.024,T
L,4,1737265,-9.191,-0.707,-1.402,-0.031,0.003,-0.002,T
R,0,1752635,-5.729,-5.974,2.962,-0.0,1.067,-0.015,T
R,1,1752638,-7.703,-3.351,3.191,0.348,0.792,-0.313,T
R,2,1752641,0.0,0.0,0.0,0.0,0.0,0.0,T
R,3,1752644,-7.548,3.607,-2.934,0.945,0.252,-0.148,T
R,4,1752647,-6.871,3.91,-2.946,0.993,0.167,-0.158,T
L,0,1743269,-5.556,7.542,2.449,-0.004,0.794,1.607,T
L,1,1743273,-5.996,6.248,4.235,-0.106,-0.071,1.925,T
L,2,1743277,-5.66,6.473,2.458,-0.107,0.29,1.992,T
L,3,1743281,-5.678,3.814,5.64,-0.579,-0.905,1.793,T
L,4,1743285,-7.711,3.867,2.41,-2.187,-0.504,1.482,T
R,0,1758693,2.672,-7.487,6.819,-0.103,0.283,0.115,T
R,1,1758696,-0.407,-6.881,5.588,-0.059,0.323,0.314,T
R,2,1758699,0.0,0.0,0.0,0.0,0.0,0.0,T
R,3,1758702,-5.802,-0.693,6.024,0.105,0.455,0.078,T
R,4,1758705,-5.587,0.984,6.645,0.222,0.409,0.003,T
L,0,1749289,-7.693,2.66,6.521,-0.06,-0.018,0.031,T
L,1,1749293,-7.623,0.8,6.309,-0.05,0.008,0.003,T
L,2,1749297,-7.855,1.662,5.643,-0.03,-0.013,0.014,T
L,3,1749301,-8.572,-2.059,4.845,-0.035,-0.022,-0.0,T
L,4,1749305,-9.219,-3.044,1.939,-0.098,-0.061,-0.028,T
R,0,1764751,1.897,-6.817,8.428,-0.71,0.373,1.279,T
R,1,1764754,-3.953,-7.222,5.739,-0.357,0.395,1.014,T
R,2,1764757,0.0,0.0,0.0,0.0,0.0,0.0,T
R,3,1764760,-6.476,3.701,2.862,-0.157,4.713,0.162,T
R,4,1764763,-4.246,4.24,3.887,0.36,2.61,0.866,T
L,0,1755309,-7.994,3.93,4.65,-0.525,-0.179,0.097,U
L,1,1755313,-7.997,2.077,4.855,-0.465,-0.207,0.007,U
L,2,1755317,-8.216,2.435,3.956,-0.451,-0.231,0.052,U
L,3,1755321,-8.812,-0.542,3.624,-0.434,-0.208,-0.149,U
L,4,1755324,-9.158,-1.842,1.292,-0.386,-0.327,-0.291,U
R,0,1770809,-7.338,-5.881,4.984,-0.245,-0.124,0.058,U
R,1,1770812,-9.884,-1.605,3.446,-0.195,0.006,0.103,U
R,2,1770815,0.0,0.0,0.0,0.0,0.0,0.0,U
R,3,1770818,-8.426,4.984,-3.886,-0.282,0.015,-0.063,U
R,4,1770821,-7.851,5.007,-3.597,-0.321,0.026,-0.055,U
L,0,1761329,-7.796,2.829,5.192,-0.578,0.17,0.236,U
L,1,1761333,-8.17,1.143,5.344,-0.492,0.065,0.292,U
L,2,1761337,-8.007,1.918,4.489,-0.559,0.079,0.435,U
L,3,1761342,-8.853,-1.022,3.513,-0.658,-0.159,0.345,U
L,4,1761345,-9.114,-2.017,0.506,-0.731,-0.079,0.095,U
R,0,1776868,-7.071,-2.513,3.382,2.115,-0.952,-3.123,U
R,1,1776871,-9.206,1.741,1.65,2.303,-2.626,-2.852,U
R,2,1776874,0.0,0.0,0.0,0.0,0.0,0.0,U
R,3,1776877,-5.244,5.048,-6.316,1.182,-4.041,0.42,U
R,4,1776880,-4.354,4.905,-5.738,0.658,-4.103,0.937,U
L,0,1767350,-8.513,4.101,2.466,-0.056,-0.01,0.012,V
L,1,1767354,-8.657,2.824,2.977,-0.003,0.011,-0.028,V
L,2,1767358,-8.922,2.743,2.227,-0.0,-0.009,-0.006,V
L,3,1767362,-9.495,0.759,1.918,-0.001,0.0,-0.022,V
L,4,1767366,-9.406,-0.721,-0.572,-0.047,-0.009,-0.013,V
R,0,1782925,6.324,-0.09,8.016,-0.354,-0.04,0.043,V
R,1,1782928,5.922,-2.218,7.327,-0.049,-0.043,0.013,V
R,2,1782931,0.0,0.0,0.0,0.0,0.0,0.0,V
R,3,1782934,-7.791,-1.312,5.326,-0.056,0.087,-0.019,V
R,4,1782937,-1.125,0.511,10.229,-0.092,0.052,-0.022,V
L,0,1773370,-7.098,2.921,6.431,-0.187,0.042,-0.185,V
L,1,1773374,-7.604,0.303,5.57,-0.344,0.129,-0.179,V
L,2,1773378,-7.728,0.965,5.082,-0.252,0.054,-0.189,V
L,3,1773382,-8.38,-2.532,3.774,-0.224,0.164,-0.161,V
L,4,1773385,-8.684,-3.539,1.822,-0.233,0.112,-0.235,V
R,0,1788983,-5.327,-1.076,9.096,1.433,-0.357,-0.488,V
R,1,1788986,0.038,4.644,6.917,-0.323,-1.276,0.971,V
R,2,1788989,0.0,0.0,0.0,0.0,0.0,0.0,V
R,3,1788992,-6.094,4.561,-0.881,-1.043,-1.219,-1.161,V
R,4,1788995,-4.543,6.706,1.507,-1.607,-0.779,-0.434,V
L,0,1779390,-8.631,2.94,3.193,-0.169,-0.075,0.062,W
L,1,1779394,-8.781,1.119,2.942,-0.092,-0.026,-0.017,W
L,2,1779398,-8.942,1.334,2.692,-0.023,-0.038,-0.026,W
L,3,1779402,-9.439,-0.494,1.809,-0.035,-0.003,-0.066,W
L,4,1779406,-9.175,-1.802,-0.954,-0.058,-0.052,-0.051,W
R,0,1795041,-3.674,-4.334,5.793,-1.005,-0.296,-0.032,W
R,1,1795044,-4.026,-2.638,7.143,-0.747,-0.318,-0.079,W
R,2,1795047,0.0,0.0,0.0,0.0,0.0,0.0,W
R,3,1795050,-8.417,3.624,-0.133,-0.459,0.225,-0.75,W
R,4,1795053,-8.146,4.73,0.05,-0.542,0.199,-0.811,W
L,0,1785410,-6.998,6.857,3.33,1.963,0.095,-0.468,W
L,1,1785414,-8.003,4.839,3.988,1.976,0.335,-0.244,W
L,2,1785418,-8.557,4.996,2.774,1.903,0.168,-0.156,W
L,3,1785422,-9.322,2.466,4.071,1.749,0.308,0.274,W
L,4,1785426,-10.087,1.142,0.838,1.482,0.904,0.649,W
R,0,1801099,2.168,-0.996,9.774,-0.215,-0.011,0.028,W
R,1,1801102,-1.251,-7.587,5.373,-0.075,0.004,-0.013,W
R,2,1801105,0.0,0.0,0.0,0.0,0.0,0.0,W
R,3,1801108,0.091,0.109,9.687,-0.082,0.062,-0.0,W
R,4,1801111,0.735,3.413,9.772,-0.114,0.066,-0.031,W
L,0,1791430,-9.064,2.996,4.175,0.484,-0.729,0.084,X
L,1,1791434,-10.041,1.559,4.498,0.022,-0.113,0.452,X
L,2,1791438,-7.545,-0.432,2.971,-0.278,-0.218,0.527,X
L,3,1791442,-8.173,-2.459,1.979,-0.015,-0.328,0.09,X
L,4,1791446,-6.614,-4.289,0.427,-0.101,-0.46,0.018,X
R,0,1807157,3.248,-1.9,6.308,-0.732,-0.275,-0.335,X
R,1,1807160,2.647,2.188,3.921,-0.644,0.018,1.085,X
R,2,1807163,0.0,0.0,0.0,0.0,0.0,0.0,X
R,3,1807166,-6.17,4.166,5.638,-0.903,1.295,0.005,X
R,4,1807169,-4.861,6.074,5.454,-1.13,1.448,-0.855,X
L,0,1797450,-8.213,1.329,5.404,-0.047,-0.009,-0.005,X
L,1,1797454,-8.125,-0.51,4.678,-0.026,0.018,-0.029,X
L,2,1797458,-8.229,-0.347,4.691,-0.003,0.002,-0.011,X
L,3,1797462,-8.868,-3.039,2.608,-0.002,0.017,-0.015,X
L,4,1797465,-8.529,-4.229,0.23,-0.015,0.003,-0.014,X
R,0,1813216,-2.083,-0.777,9.628,-0.096,-0.031,-0.277,X
R,1,1813219,-2.382,0.354,8.948,-0.009,-0.003,-0.303,X
R,2,1813222,0.0,0.0,0.0,0.0,0.0,0.0,X
R,3,1813225,-5.614,7.252,2.27,0.142,-0.373,-0.168,X
R,4,1813228,-3.6,7.647,4.299,0.102,-0.367,-0.154,X
L,0,1803470,-9.832,-0.053,5.479,0.386,-0.435,0.238,X
L,1,1803474,-9.682,-2.518,4.681,0.5,-0.329,0.022,X
L,2,1803478,-9.556,-2.89,5.017,0.673,-0.359,-0.059,X
L,3,1803482,-9.62,-5.534,1.512,0.8,-0.321,-0.252,X
L,4,1803485,-8.382,-7.234,0.043,0.829,-0.302,0.183,X
R,0,1819273,0.178,-0.481,10.065,-0.186,0.044,0.069,X
R,1,1819276,-0.831,-1.422,9.348,0.015,0.021,0.046,X
R,2,1819279,0.0,0.0,0.0,0.0,0.0,0.0,X
R,3,1819282,-7.25,5.441,3.089,-0.034,0.092,0.031,X
R,4,1819285,-4.751,6.567,5.376,-0.052,0.084,0.008,X
L,0,1809490,-6.826,3.729,5.301,-0.176,-0.373,-0.121,Y
L,1,1809494,-6.904,3.314,5.418,-0.166,-0.291,-0.295,Y
L,2,1809498,-7.433,3.66,5.255,-0.075,-0.265,-0.322,Y
L,3,1809502,-8.638,-0.057,5.282,0.049,-0.072,-0.444,Y
L,4,1809506,-9.656,-1.071,1.817,0.187,-0.153,-0.307,Y
R,0,1825331,-2.29,-4.342,7.925,-1.027,-0.577,0.313,Y
R,1,1825334,-3.478,-2.215,6.199,-1.162,-0.892,-0.119,Y
R,2,1825337,0.0,0.0,0.0,0.0,0.0,0.0,Y
R,3,1825340,-9.087,3.387,-4.622,-0.417,-1.176,-0.672,Y
R,4,1825343,-8.847,3.97,-3.326,-0.448,-1.279,-0.424,Y
L,0,1911830,-7.236,-1.052,6.505,0.009,-0.006,-0.08,A
L,1,1911834,-7.727,-3.031,5.255,0.068,0.09,-0.079,A
L,2,1911838,-7.6,-1.754,5.796,0.133,0.007,-0.045,A
L,3,1911842,-8.304,-4.946,1.551,0.137,0.054,0.008,A
L,4,1911846,-7.268,-6.128,-0.359,-0.03,0.083,0.138,A
R,0,1928317,-7.782,-5.957,4.11,-0.505,0.231,0.013,A
R,1,1928320,-8.781,-4.851,4.836,-0.306,0.126,-0.086,A
R,2,1928323,0.0,0.0,0.0,0.0,0.0,0.0,A
R,3,1928326,-9.807,3.803,-2.413,-0.051,0.064,-0.303,A
R,4,1928329,-9.154,4.046,-2.595,-0.111,-0.027,-0.289,A
L,0,1917850,-9.397,1.769,2.069,-0.044,-0.004,0.014,A
L,1,1917854,-9.057,0.897,2.817,-0.008,0.016,-0.017,A
L,2,1917858,-8.868,2.458,2.762,0.021,-0.005,-0.003,A
L,3,1917862,-9.403,0.971,2.211,0.013,0.003,-0.014,A
L,4,1917866,-9.166,-0.77,-1.504,-0.039,0.004,0.008,A
R,0,1934375,0.468,1.951,9.777,-0.279,-0.03,-0.028,A
R,1,1934378,-7.916,3.529,3.736,0.001,0.025,-0.09,A
R,2,1934381,0.0,0.0,0.0,0.0,0.0,0.0,A
R,3,1934384,-4.831,8.333,-0.095,0.007,-0.059,-0.061,A
R,4,1934387,-3.614,8.681,0.413,-0.034,-0.072,-0.057,A
L,0,1923870,-8.857,2.931,3.358,0.016,0.042,0.013,A
L,1,1917854,-9.057,0.897,2.817,-0.008,0.016,-0.017,A
L,2,1917858,-8.868,2.458,2.762,0.021,-0.005,-0.003,A
L,3,1917862,-9.403,0.971,2.211,0.013,0.003,-0.014,A
L,4,1917866,-9.166,-0.77,-1.504,-0.039,0.004,0.008,A
R,0,1940432,1.526,2.167,9.752,-0.118,0.078,0.031,A
R,1,1940435,-8.102,4.999,1.259,-0.039,-0.027,0.018,A
R,2,1940438,0.0,0.0,0.0,0.0,0.0,0.0,A
R,3,1940441,-4.474,8.276,-1.188,-0.052,0.051,0.018,A
R,4,1940444,-3.334,8.361,-1.419,-0.071,0.06,-0.002,A
L,0,1929890,-8.855,1.701,4.274,0.099,-0.084,-0.373,A
L,1,1929894,-8.867,0.899,3.43,0.131,0.05,-0.216,A
L,2,1929898,-8.917,2.746,3.985,-0.094,-0.06,0.072,A
L,3,1929902,-9.857,0.031,2.808,-0.192,-0.029,0.055,A
L,4,1929905,-9.443,-2.055,-0.821,-0.315,0.112,0.102,A
R,0,1946491,0.036,0.658,7.047,-0.416,-0.986,2.743,A
R,1,1946494,-3.353,2.523,3.996,-2.021,-0.425,1.82,A
R,2,1946497,0.0,0.0,0.0,0.0,0.0,0.0,A
R,3,1946500,-2.204,5.855,1.032,-2.116,1.864,0.645,A
R,4,1946503,-1.239,6.285,0.88,-1.819,2.096,0.577,A
L,0,1935910,-7.582,-3.537,-4.069,-0.026,-0.017,0.01,B
L,1,1935914,-7.327,-1.914,-5.794,0.003,0.006,-0.023,B
L,2,1935918,-7.442,-3.004,-5.6,0.028,-0.016,0.0,B
L,3,1935922,-5.398,0.915,-7.622,0.021,-0.001,-0.018,B
L,4,1935926,-2.042,-1.798,-8.308,-0.031,-0.006,0.009,B
R,0,1952549,-4.693,2.953,7.993,0.404,-0.059,-0.569,B
R,1,1952552,-7.118,4.876,3.183,0.58,-0.334,-0.249,B
R,2,1952555,0.0,0.0,0.0,0.0,0.0,0.0,B
R,3,1952558,-2.795,9.357,-2.034,0.17,-0.614,0.178,B
R,4,1952561,-1.771,9.122,-3.078,0.085,-0.605,0.252,B
L,0,1941930,-8.085,2.765,5.319,-0.072,0.034,0.017,B
L,1,1941934,-7.924,1.179,5.14,-0.051,0.053,-0.003,B
L,2,1941938,-7.921,1.686,4.967,-0.022,0.029,-0.002,B
L,3,1941942,-8.617,-1.604,4.173,-0.03,0.034,-0.003,B
L,4,1941946,-9.017,-2.782,1.166,-0.081,0.018,-0.013,B
R,0,1958608,-1.518,0.317,10.08,-0.174,0.054,0.054,B
R,1,1958611,5.118,-0.212,8.138,0.002,0.021,0.005,B
R,2,1958614,0.0,0.0,0.0,0.0,0.0,0.0,B
R,3,1958617,-1.723,2.139,9.419,0.007,0.011,0.026,B
R,4,1958620,-1.31,4.074,9.34,-0.042,0.004,0.001,B
L,0,1947950,-8.185,7.215,5.449,-0.548,-0.25,0.283,B
L,1,1947954,-9.068,4.45,5.246,-0.565,-0.407,0.054,B
L,2,1947958,-9.176,4.985,4.13,-0.529,-0.482,0.185,B
L,3,1947962,-10.59,1.34,3.948,-0.559,-0.447,-0.273,B
L,4,1947966,-10.822,-0.202,1.311,-0.462,-0.673,-0.35,B
R,0,1964665,-0.712,-0.147,10.131,0.069,-0.169,0.038,B
R,1,1964668,7.005,-0.454,6.863,-0.003,-0.285,-0.135,B
R,2,1964671,0.0,0.0,0.0,0.0,0.0,0.0,B
R,3,1964674,-0.806,0.849,9.776,-0.11,-0.241,-0.072,B
R,4,1964677,-0.572,3.006,9.944,-0.232,-0.266,0.015,B
L,0,1953970,-10.245,3.676,5.722,0.176,0.889,-0.469,C
L,1,1953974,-11.726,2.404,6.778,-0.116,1.06,-0.081,C
L,2,1953978,-11.418,3.778,6.191,-0.041,0.72,-0.197,C
L,3,1953982,-12.025,-0.655,4.506,-0.209,0.749,0.092,C
L,4,1953986,-11.756,-2.5,0.484,-0.508,0.682,-0.099,C
R,0,1970723,2.716,-7.958,5.708,-0.578,0.313,-0.737,C
R,1,1970726,-2.157,-4.727,5.333,0.067,-0.057,-0.201,C
R,2,1970729,0.0,0.0,0.0,0.0,0.0,0.0,C
R,3,1970732,-5.515,1.154,6.13,0.243,0.106,-0.053,C
R,4,1970735,-4.18,3.308,6.851,0.101,0.132,-0.14,C
L,0,1959990,-9.252,2.259,2.319,-0.03,-0.025,0.017,D
L,1,1959994,-9.088,1.239,2.686,-0.01,0.012,-0.018,D
L,2,1959998,-9.003,2.101,2.653,0.015,-0.004,-0.008,D
L,3,1960002,-9.523,0.418,2.083,0.011,0.009,-0.017,D
L,4,1960006,-9.224,-0.973,-1.258,-0.041,-0.002,-0.002,D
